AE_CODE,DT_DEBUT,ADRS_ETAB,NS_ETAB_ID,DGSP_CODE,DT_FIN,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,_version_,TE_INTITULE,RESEAU,CP_LOC_COM_ETAB,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,Boulevard d'Avroy 96 ,5381,1 D2 G,9999-12-31,ATHENEE COMMUNAL LEONIE DE WAHA,04-222 34 26,LIEGE,49,,39,5381,Type 1 deuxième degré troisième général transition,"1,73316666964522E+018",LANGUE MODERNE I ALLEMAND,Subventionné communal,4000 - LIEGE - LIEGE,186282,1 D2 3 G,186282
1 D2 3 G,2014-09-01,Boulevard Maurice Herbette 24 ,5983,1 D2 G,9999-12-31,"COLLEGE ""LES TOURNESOLS""",0460 - 94 96 72,BRUXELLES-CAPITALE,49,,39,5983,Type 1 deuxième degré troisième général transition,"1,73316666964941E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,1070 - ANDERLECHT - ANDERLECHT,180052,1 D2 3 G,180052
1 D2 3 P,2014-09-01,Avenue Fénélon 48 ,95194,1 D2 P,9999-12-31,LYCEE PROVINCIAL HORNU COLFONTAINE,065-61 33 90,HAINAUT,50,,42,95194,Type 1 deuxième degré troisième professionnel qualification,"1,73316666964941E+018",ELECTRICITE,Subventionné provincial,7340 - COLFONTAINE - PATURAGES,184020,1 D2 3 P,184020
R D2 3 P,2014-09-01,Place de la Justice 1 ,95264,R D2 P,9999-12-31,ATHENEE ROYAL THOMAS EDISON MOUSCRON,056 - 85 98 98,HAINAUT,53,,42,95264,C.E.F.A. deuxième degré troisième professionnel qualification,"1,7331666696557E+018",MECANIQUE GARAGE,WBE,7700 - MOUSCRON - MOUSCRON,2242,R D2 3 P,2242
1 D2 3 P,2014-09-01,Chaussée de Lille 2 ,95265,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE VAL - ITMA,069-89 02 50,HAINAUT,50,,42,95265,Type 1 deuxième degré troisième professionnel qualification,"1,73316666967143E+018",CUISINE ET SALLE,WBE,7500 - TOURNAI - TOURNAI,1887,1 D2 3 P,1887
1 D2 3 G,2014-09-01,RUE JOSEPH WAUTERS 21 ,95313,1 D2 G,9999-12-31,COLLEGE DES ETOILES,02-216 91 20,HAINAUT,49,,39,95313,Type 1 deuxième degré troisième général transition,"1,73316666967772E+018",LANGUE MODERNE I NEERLANDAIS,Libre non confessionnel,7190 - ECAUSSINNES - ECAUSSINNES,180483,1 D2 3 G,180483
1 D2 3 G,2015-09-01,AVENUE DES CATTLEYAS 59 ,95314,1 D2 G,9999-12-31,ATHENEE MARGUERITE YOURCENAR,02-421 42 40,BRUXELLES-CAPITALE,49,,39,95314,Type 1 deuxième degré troisième général transition,"1,73316666968087E+018",LANGUE MODERNE I NEERLANDAIS,Subventionné communal,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,180495,1 D2 3 G,180495
1 D2 3 G,2014-09-01,Rue du Collège 8 ,95330,1 D2 G,9999-12-31,ATHENEE ROYAL DE NAMUR,081-22 30 35,NAMUR,49,,39,95330,Type 1 deuxième degré troisième général transition,"1,73316666968192E+018",LANGUE MODERNE II ANGLAIS,WBE,5000 - NAMUR - NAMUR,1645,1 D2 3 G,1645
1 D2 3 P,2014-09-01,Grand'rue 185 ,95331,1 D2 P,9999-12-31,COLLEGE DES AUMONIERS DU TRAVAIL DE CHARLEROI,071-41 39 39,HAINAUT,50,,42,95331,Type 1 deuxième degré troisième professionnel qualification,"1,73316666968402E+018",ELECTRICITE,Libre confessionnel,6000 - CHARLEROI - CHARLEROI,183350,1 D2 3 P,183350
R D3 5 P,2014-09-01,Avenue Royale 50 ,95332,R D3 P,9999-12-31,COLLEGE TECHNIQUE SAINT-HENRI,056-85 57 00,HAINAUT,60,,42,95332,C.E.F.A. troisième degré cinquième professionnel qualification,"1,7331666696924E+018",VENDEUR/VENDEUSE,Libre confessionnel,7700 - MOUSCRON - MOUSCRON,184529,R D3 5 P,184529
1 D2 3 G,2014-09-01,Rue de l'Enseignement 1 ,95333,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,071-52 36 59,HAINAUT,49,,39,95333,Type 1 deuxième degré troisième général transition,"1,73316666970289E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6140 - FONTAINE-L'EVEQUE - FONTAINE-L'EVEQUE,183512,1 D2 3 G,183512
1 D2 3 G,2016-10-01,Rue de Stalle 70-82 ,95343,1 D2 G,9999-12-31,L'Ecole Active,,BRUXELLES-CAPITALE,49,,39,95343,Type 1 deuxième degré troisième général transition,"1,73316666971338E+018",LANGUE MODERNE II ANGLAIS,Libre non confessionnel,1180 - UCCLE - UCCLE,192977,1 D2 3 G,192977
1 D2 3 G,2014-09-01,Rue Romaine 40 ,95344,1 D2 G,9999-12-31,COLLEGE DE LA LYS,056-89 09 09,HAINAUT,49,,39,95344,Type 1 deuxième degré troisième général transition,"1,73316666971442E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7780 - COMINES-WARNETON - COMINES-WARNETON,184338,1 D2 3 G,184338
R D3 7B P,2015-09-01,Rue Saint-Gilles 41 ,95345,R D3 P,2021-08-31,ECOLE SECONDAIRE LIBRE SAINT-HUBERT,061-23 06 70,LUXEMBOURG,60,,42,95345,C.E.F.A. troisième degré septième professionnel qualification,"1,73316666972386E+018",GESTIONNAIRE DE TRES PETITES ENTREPRISES,Libre confessionnel,6870 - SAINT-HUBERT - SAINT-HUBERT,188332,R D3 7B P,188332
1 D2 3 G,2016-10-01,Chaussée de Wavre 1789 ,95372,1 D2 G,9999-12-31,De l'Autre Côté de l'Ecole,02-675 77 02,BRUXELLES-CAPITALE,49,,39,95372,Type 1 deuxième degré troisième général transition,"1,7331666697333E+018",EDUCATION ARTISTIQUE,Libre non confessionnel,1160 - AUDERGHEM - AUDERGHEM,192981,1 D2 3 G,192981
1 D2 3 G,2016-10-01,Avenue des Tourterelles 28 ,95375,1 D2 G,9999-12-31,Collège Da Vinci,081-23 11 86,BRABANT WALLON,49,,39,95375,Type 1 deuxième degré troisième général transition,"1,7331666697354E+018",LANGUE MODERNE II ANGLAIS,Libre non confessionnel,1360 - PERWEZ - PERWEZ,192985,1 D2 3 G,192985
1 D2 3 G,2014-09-01,RUE DE GRAMMONT 35 A000,95383,1 D2 G,9999-12-31,COLLEGE SAINT-ETIENNE DES HAYEFFES,,HAINAUT,49,,39,95383,Type 1 deuxième degré troisième général transition,"1,73316666973644E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7830 - SILLY - SILLY,181926,1 D2 3 G,181926
1 D2 3 G,2016-10-01,Chaussée de Haecht 138 ,95428,1 D2 G,9999-12-31,INSTITUT LA VERTU,02-375 81 93,BRUXELLES-CAPITALE,49,,39,95428,Type 1 deuxième degré troisième général transition,"1,73316666973854E+018",SCIENCES ECONOMIQUES,Libre confessionnel,1030 - SCHAERBEEK - SCHAERBEEK,192989,1 D2 3 G,192989
1 D2 3 G,2018-10-01,Place des Carabiniers 18A ,95460,1 D2 G,9999-12-31,ECOLE SECOND'AIR 'SINGELIJN',02/705.49.25,BRUXELLES-CAPITALE,49,,39,95460,Type 1 deuxième degré troisième général transition,"1,73316666974064E+018",EDUCATION ARTISTIQUE,Libre non confessionnel,1030 - SCHAERBEEK - SCHAERBEEK,219024,1 D2 3 G,219024
1 D2 3 G,2016-09-01,Rue de Nivelles 52 ,95478,1 D2 G,9999-12-31,Institut de la Providence,010-23 31 11,BRABANT WALLON,49,,39,95478,Type 1 deuxième degré troisième général transition,"1,73316666974169E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,1300 - WAVRE - WAVRE,192864,1 D2 3 G,192864
1 D2 3 G,2017-09-01,Rue de la Croix de Pierre 73 ,95498,1 D2 G,9999-12-31,Lycée Intégral Roger Lallemand,02-536 03 36,BRUXELLES-CAPITALE,49,,39,95498,Type 1 deuxième degré troisième général transition,"1,73316666974588E+018",LANGUE MODERNE I NEERLANDAIS,Subventionné communal,1060 - SAINT-GILLES - SAINT-GILLES,195901,1 D2 3 G,195901
1 D2 3 G,2019-10-01,Chaussée de Gand 615 ,95499,1 D2 G,9999-12-31,Ecole Secondaire Plurielle Karreveld,02-206 12 90,BRUXELLES-CAPITALE,49,,39,95499,Type 1 deuxième degré troisième général transition,"1,73316666974903E+018",EDUCATION ARTISTIQUE,Subventionné communal,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,224582,1 D2 3 G,224582
1 D2 3 G,2019-10-01,Avenue Jean Dubrucq 175 ,95500,1 D2 G,9999-12-31,Ecole Secondaire Plurielle Maritime,02-210 20 90,BRUXELLES-CAPITALE,49,,39,95500,Type 1 deuxième degré troisième général transition,"1,73316666975217E+018",LANGUE MODERNE I NEERLANDAIS,Subventionné communal,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,224588,1 D2 3 G,224588
1 D2 3 G,2017-09-01,Avenue Montjoie 93-95 ,95523,1 D2 G,9999-12-31,Institut Montjoie,02-344 52 28,BRUXELLES-CAPITALE,49,,39,95523,Type 1 deuxième degré troisième général transition,"1,73316666975322E+018",EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,Libre confessionnel,1180 - UCCLE - UCCLE,196106,1 D2 3 G,196106
1 D2 3 G,2017-09-01,Rue du Collège 126 ,95525,1 D2 G,9999-12-31,Institut Saint Michel,087/39 46 50,LIEGE,49,,39,95525,Type 1 deuxième degré troisième général transition,"1,73316666975637E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4800 - VERVIERS - VERVIERS,195523,1 D2 3 G,195523
1 D2 3 G,2020-10-01,Rue de la Sucrerie 1 ,95528,1 D2 G,9999-12-31,Ecole secondaire NESPA-BW,067 475 860,BRABANT WALLON,49,,39,95528,Type 1 deuxième degré troisième général transition,"1,73316666976161E+018",LANGUE MODERNE I NEERLANDAIS,Libre non confessionnel,1471 - GENAPPE - GENAPPE,229341,1 D2 3 G,229341
1 D2 3 G,2021-09-01,Rue de la Bruyère 98 ,95555,1 D2 G,2021-09-30,Ecole plurielle,0470-67 09 84,BRABANT WALLON,49,,39,95555,Type 1 deuxième degré troisième général transition,"1,73316666976266E+018",LANGUE MODERNE II ANGLAIS,Libre non confessionnel,1332 - RIXENSART - GENVAL,232508,1 D2 3 G,232508
1 D2 3 G,2021-09-01,Avenue des Anciens Combattants 190 ,95576,1 D2 G,2021-09-30,Collège Fra Angelico,02/897 50 50,BRUXELLES-CAPITALE,49,,39,95576,Type 1 deuxième degré troisième général transition,"1,73316666976266E+018",EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,Libre confessionnel,1140 - EVERE - EVERE,232223,1 D2 3 G,232223
1 D2 3 G,2019-10-01,Boulevard Poincaré 67 ,95577,1 D2 G,9999-12-31,Collège Matteo Ricci,02/582 86 47,BRUXELLES-CAPITALE,49,,39,95577,Type 1 deuxième degré troisième général transition,"1,7331666697658E+018",EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,Libre confessionnel,1070 - ANDERLECHT - ANDERLECHT,224807,1 D2 3 G,224807
1 D2 3 G,2020-10-01,Rue Saint Denis 296 ,95579,1 D2 G,9999-12-31,Institut El Hikma - La Sagesse,02-770 44 12,BRUXELLES-CAPITALE,49,,39,95579,Type 1 deuxième degré troisième général transition,"1,73316666976895E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,1190 - FOREST - FOREST,230455,1 D2 3 G,230455
1 D2 3 G,2019-09-01,Rue de la Prospérité 14 ,95584,1 D2 G,9999-12-31,Athénée Royal Toots Thielemans,02/544 00 05,BRUXELLES-CAPITALE,49,,39,95584,Type 1 deuxième degré troisième général transition,"1,73316666977E+018",LANGUE MODERNE I NEERLANDAIS,WBE,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,221130,1 D2 3 G,221130
1 D2 3 G,2021-09-01,Avenue de la Métrologie 2-4 ,95589,1 D2 G,2021-09-30,Athénée royal Victor Hugo,02 - 897 28 41,BRUXELLES-CAPITALE,49,,39,95589,Type 1 deuxième degré troisième général transition,"1,73316666977314E+018",SCIENCES ECONOMIQUES,WBE,1130 - BRUXELLES - HAREN,232276,1 D2 3 G,232276
1 D2 3 G,2020-10-01,Rue Vanderstraeten 9 ,95605,1 D2 G,9999-12-31,Ecole secondaire La Plume,02/231 19 73,BRUXELLES-CAPITALE,49,,39,95605,Type 1 deuxième degré troisième général transition,"1,73316666977419E+018",SCIENCES SOCIALES,Libre confessionnel,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,230473,1 D2 3 G,230473
1 D2 3 G,2021-09-01,Rue de Menin 4 b,95609,1 D2 G,2021-09-30,Centre Educatif Mitterrand Estaimpuis,056 56 07 31,HAINAUT,49,www.cemestaimpuis.be,39,95609,Type 1 deuxième degré troisième général transition,"1,73316666977524E+018",LANGUE MODERNE I ANGLAIS,Subventionné communal,7730 - ESTAIMPUIS - ESTAIMPUIS,232121,1 D2 3 G,232121
1 D3 5 P,2014-09-01,,369,1 D3 P,9999-12-31,,,,57,,42,,Type 1 troisième degré cinquième professionnel qualification,"1,73316666778504E+018",AIDE FAMILIAL/AIDE FAMILIALE,,,181098,1 D3 5 P,181098
