"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
25038,1376,IMEP108,"Master en musique: saxophone, à finalité approfondie",3395
25039,1378,IMEP110,"Master en musique: trombone, à finalité spécialisée",3395
25040,1378,IMEP111,"Master en musique: trombone, à finalité didactique",3395
25041,1378,IMEP112,"Master en musique: trombone, à finalité approfondie",3395
25042,1380,IMEP114,"Master en musique: trompette, à finalité spécialisée",3395
25043,1380,IMEP115,"Master en musique: trompette, à finalité didactique",3395
25044,1380,IMEP116,"Master en musique: trompette, à finalité approfondie",3395
25045,1384,IMEP122,"Master en musique: tuba, à finalité spécialisée",3395
25046,1384,IMEP123,"Master en musique: tuba, à finalité didactique",3395
25047,1384,IMEP124,"Master en musique: tuba, à finalité approfondie",3395
25085,1393,IMEP141,Bachelier en musique : violoncelle baroque,3395
25092,1394,IMEP142,"Master en musique : violoncelle baroque,  à finalité spécialisée",3395
25093,1394,IMEP143,"Master en musique : violoncelle baroque, à finalité didactique",3395
25094,1394,IMEP144,"Master en musique : violoncelle baroque, à finalité approfondie ",3395
25101,3271,"114",Bachelier en commerce et développement,3394
25113,1361,IMEP075,Bachelier en musique : informatique musicale,3395
25391,3327,"1","1203 - Master de spécialisation en biologie clinique",3394
25442,603,FILO1BA,Bachelier en philosophie,3395
25443,604,ROMA1BA,"Bachelier en langues et lettres françaises et romanes, orientation générale",3395
25444,606,TIMH1BA/AD,Bachelier en traduction et interprétation - Majeure : Anglais - Allemand,3395
25445,606,TIMH1BA/AN,Bachelier en traduction et interprétation - Majeure : Anglais - Néerlandais,3395
25446,606,TIMH1BA/AE,Bachelier en traduction et interprétation - Majeure : Anglais - Espagnol,3395
25447,606,TIMH1BA/AR,Bachelier en traduction et interprétation - Majeure : Anglais - Russe,3395
25448,606,TIMH1BA/AI,Bachelier en traduction et interprétation - Majeure : Anglais - Italien,3395
25449,606,TIMH1BA/AT,Bachelier en traduction et interprétation - Majeure : Anglais - Turc,3395
25450,606,TIMH1BA/AA,Bachelier en traduction et interprétation - Majeure : Anglais - Arabe,3395
25451,606,TIMH1BA/AC,Bachelier en traduction et interprétation - Majeure : Anglais - Chinois,3395
25452,606,TIMH1BA/AS,Bachelier en traduction et interprétation - Majeure : Anglais - Langue des signes de Belgique francophone,3395
25453,606,TIMH1BA/DN,Bachelier en traduction et interprétation - Majeure : Allemand - Néerlandais,3395
25454,606,TIMH1BA/DR,Bachelier en traduction et interprétation - Majeure : Allemand - Russe,3395
25455,606,TIMH1BA/DI,Bachelier en traduction et interprétation - Majeure : Allemand - Italien,3395
25456,608,HIST1BA,Bachelier en histoire,3395
25457,609,COMU1BA/FA,Bachelier en information et communication - Majeure : Bilingue français-anglais,3395
25458,610,COMU1BA/TR,Bachelier en information et communication - Majeure : Trilingue français-néerlandais-anglais,3395
25459,611,COMU1BA/UN,Bachelier en information et communication - Majeure : Unilingue,3395
25460,612,SPOL1BA/FA,"Bachelier en sciences politiques, orientation générale - Majeure : Bilingue français-anglais",3395
25461,613,SPOL1BA/TR,"Bachelier en sciences politiques, orientation générale - Majeure : Trilingue français-néerlandais-anglais",3395
25462,614,SPOL1BA/UN,"Bachelier en sciences politiques, orientation générale - Majeure : Unilingue",3395
25463,615,SPHD1BA,"Bachelier en sciences politiques, orientation générale (horaire décalé)",3395
25464,616,SOCA1BA/FA,Bachelier en sociologie et anthropologie - Majeure : Bilingue français-anglais,3395
25465,617,SOCA1BA/TR,Bachelier en sociologie et anthropologie - Majeure : Trilingue français-néerlandais-anglais,3395
25466,618,SOCA1BA/UN,Bachelier en sociologie et anthropologie - Majeure : Unilingue,3395
25467,624,INGE1BA/FA,Bachelier en ingénieur de gestion - Majeure : Bilingue français-anglais,3395
25468,625,INGE1BA/TR,Bachelier en ingénieur de gestion - Majeure : Trilingue français-néerlandais-anglais,3395
25469,626,INGE1BA/UN,Bachelier en ingénieur de gestion - Majeure : Unilingue,3395
25470,627,ECGE1BA/FA,Bachelier en sciences économiques et de gestion - Majeure : Bilingue français-anglais,3395
25471,628,ECGE1BA/TR,Bachelier en sciences économiques et de gestion - Majeure : Trilingue français-néerlandais-anglais,3395
25485,1652,T1TRMD,Master en architecture transmédia (Master en transmédia),3394
25486,44,E1ADLG,Bachelier : assistant(e) de direction - option : langues et gestion,3394
25487,45,E1COFI,Bachelier en comptabilité - option : fiscalité,3394
25488,46,E1REPU,Bachelier en relations publiques,3394
25489,47,P1AEAP,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation arts plastiques",3394
25490,48,P1PRES,Bachelier : instituteur(trice) préscolaire,3394
25491,49,P1PRIH,Bachelier : instituteur(trice) primaire,3394
25492,50,P1PSMO,Bachelier de spécialisation en psychomotricité,3394
25493,51,T1TGTI,"Bachelier en techniques graphiques, orientation techniques infographiques",3394
25494,52,T1DEVJ,Bachelier de spécialisation en développement de jeux vidéo,3394
25585,102,"1PECI",Programme d'études du bachelier en Création d'intérieurs,3395
25586,103,"2PEGR",Programme d'études du bachelier en Graphisme,3395
25587,104,"3PEPH",Programme d'études du bachelier en Photographie,3395
25588,105,"4PEPB",Programme d'études du bachelier en Publicité,3395
25589,106,"6PESO",Programme d'études du bachelier en Stylisme d'objet,3395
25590,107,"5PESV",Programme d'études du bachelier en Stylisme de Mode,3395
25875,605,GERM1BA/AD,"Bachelier en langues et lettres modernes, orientation germaniques - Majeure : Anglais - Allemand",3395
25876,605,GERM1BA/AN,"Bachelier en langues et lettres modernes, orientation germaniques - Majeure : Anglais - Néerlandais",3395
25877,605,GERM1BA/DN,"Bachelier en langues et lettres modernes, orientation germaniques - Majeure : Allemand - Néerlandais",3395
25878,629,ECGE1BA/UN,Bachelier en sciences économiques et de gestion - Majeure : Unilingue,3395
25882,620,DROI1BA/N3,"Bachelier en droit - Majeure : Bilingue français-néerlandais, 3e langue : anglais",3395
25883,620,DROI1BA/A3,"Bachelier en droit - Majeure : Bilingue français-anglais, 3e langue : néerlandais",3395
25884,621,DROI1BA/FN,Bachelier en droit - Majeure : Bilingue français-néerlandais,3395
25885,619,DROI1BA/FA,Bachelier en droit - Majeure : Bilingue français-anglais,3395
25886,622,DROI1BA/UN,Bachelier en droit - Majeure : Unilingue,3395
25887,623,DRHD1BA,Bachelier en droit (horaire decale),3395
25888,630,GERF2MC,Master de spécialisation en gestion des risques financiers,3395
25889,1653,EUHD2MC,Master de spécialisation en analyse interdisciplinaire de la construction européenne,3395
25890,1655,DPIM2MC,Master de spécialisation en droit de l'environnement et en droit public immobilier,3395
25891,1656,DRHO2MC,Master de spécialisation en droits de l'homme,3395
26282,3091,"1-AE",AESS Agrégation,3394
26283,1514,"1-AN",Arts numériques,3394
26285,1516,"1-ANM",Arts numériques,3394
26286,1515,"1-ANM",Arts numériques,3394
26287,1517,"1-BD",Bande dessinée,3394
26289,1519,"1-BDM",Bande dessinée,3394
26290,1518,"1-BDM",Bande dessinée,3394
26291,1520,"1-CA",Cinéma d'animation,3394
26293,1522,"1-CAM",Cinéma d'animation,3394
26294,1521,"1-CAM",Cinéma d'animation,3394
26295,1523,"1-CV",Communication visuelle et graphique,3394
26297,1525,"1-CVM",Communication visuelle et graphique,3394
26298,1524,"1-CVM",Communication visuelle et graphique,3394
26299,1526,"1-DE",Dessin,3394
26301,1528,"1-DEM",Dessin,3394
26302,1527,"1-DEM",Dessin,3394
26303,1529,"1-GR",Graphisme,3394
26305,1531,"1-GRM",Graphisme,3394
26306,1530,"1-GRM",Graphisme,3394
26307,1532,"1-IL",Illustration,3394
26309,1534,"1-ILM",Illustration,3394
26310,1533,"1-ILM",Illustration,3394
26311,1535,"1-IP",Installation / Performance,3394
26313,1537,"1-IPM",Installation / Performance,3394
26314,1536,"1-IPM",Installation / Performance,3394
26315,1553,"1-PACS",PEG / politique et expérimentations graphiques,3394
26316,1554,"1-PAOC",Pratique de l'art - Outils critiques,3394
26317,1538,"1-PE",Peinture,3394
26319,1540,"1-PEM",Peinture,3394
26320,1539,"1-PEM",Peinture,3394
26321,1541,"1-PH",Photographie,3394
26323,1543,"1-PHM",Photographie,3394
26324,1542,"1-PHM",Photographie,3394
26325,1555,"1-RE",Récits et expérimentation Narration spéculative,3394
26326,1544,"1-SC",Sculpture,3394
26328,1546,"1-SCM",Sculpture,3394
26329,1545,"1-SCM",Sculpture,3394
26330,1547,"1-TY",Typographie,3394
26332,1549,"1-TYM",Typographie,3394
26333,1548,"1-TYM",Typographie,3394
26334,1550,"1-VI",Vidéographie,3394
26336,1552,"1-VIM",Vidéographie,3394
26337,1551,"1-VIM",Vidéographie,3394
26351,1012,HST1,Bachelier: assistant social,3395
26352,1013,HSC1,Bachelier: conseiller social,3395
26353,1014,HED1,Bachelier en droit,3395
26354,1015,HEA1,Bachelier: assistant de direction option langues et gestion,3395
26355,1016,HET1,Bachelier en management du tourisme et des loisirs,3395
26356,1018,HPC1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation arts plastiques",3395
26357,1019,HPL1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation français et français langue étrangère",3395
26358,1020,HPF1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation français et morale",3395
26359,1021,HPZ1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation français-philosophie et citoyenneté",3395
26360,1022,HPG1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation langues germaniques",3395
26361,1023,HPM1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation mathématiques",3395
26362,1024,HPS1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation sciences",3395
26363,1025,HPH1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation sciences humaines",3395
26364,1026,HPE1,Bachelier: éducateur spécialisé en accompagnement psycho-éducatif,3395
26365,1027,HPB1,Bachelier: instituteur préscolaire,3395
26366,1028,HPI1,Bachelier: instituteur primaire,3395
26367,1029,HTI1,"Bachelier en informatique et systèmes orientation, réseaux et télécommunications",3395
26368,1030,HTN1,"Bachelier en électronique, orientation électronique appliquée",3395
26369,1031,HTK1,"Bachelier en techniques graphiques, orientation techniques infographiques",3395
26370,1032,HTB1_S003,Bachelier en sciences de l'ingénieur industriel groupe Construction,3395
26371,1033,HTO1_S008,"Master en sciences de l'ingénieur industriel, orientation construction Option énergie et environnement",3395
26372,1034,HTG1,"Master en sciences de l'ingénieur industriel, orientation géomètre",3395
26373,1035,HTS1,"Master en sciences de l'ingénieur industriel, orientation informatique",3395
26374,1638,HTX1_S001,Bachelier en biotechnique Option Bioinformatique,3395
26375,2583,HSM1,Bachelier: assistant social,3395
26376,2584,HPA1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation mathématiques",3395
26377,2585,HPU1,"Bachelier: agrégé de l'enseignement secondaire inférieur, orientation sciences humaines",3395
26378,2586,HPD1,Bachelier: éducateur spécialisé en accompagnement psycho-éducatif,3395
26379,2587,HPP1,Bachelier: instituteur primaire,3395
27576,140,lafr2m1,Master [60] en langues et lettres anciennes et modernes,3395
27668,153,ejl2m-lejl200s,Master [120] en journalisme - Finalité spécialisée : Ecole de journalisme de Louvain,3395
27669,153,ejl2m-lejl200a,Master [120] en journalisme - Finalité approfondie,3395
27702,139,lafr2m-llafr200d,Master [120] en langues et lettres anciennes et modernes - Finalité didactique,3395
27703,139,lafr2m-llafr200a,Master [120] en langues et lettres anciennes et modernes - Finalité approfondie,3395
27705,139,lafr2m-llafr201s,Master [120] en langues et lettres anciennes et modernes - Finalité spécialisée : sciences et métiers du livre,3395
27713,136,hori2m-lhori222s,"Master [120] en langues et lettres anciennes, orientation orientales - Finalité spécialisée : l'Europe et l'Orient",3395
27714,136,hori2m-lhori221s,"Master [120] en langues et lettres anciennes, orientation orientales - Finalité spécialisée : sciences et métiers du livre",3395
27715,136,hori2m-lhori220a,"Master [120] en langues et lettres anciennes, orientation orientales - Finalité approfondie",3395
27737,145,arke2m-larke200d,"Master [120] en histoire de l'art et archéologie, orientation générale - Finalité didactique",3395
27739,145,arke2m-larke211s,"Master [120] en histoire de l'art et archéologie, orientation générale - Finalité spécialisée : iconologie et études des cultures visuelles",3395
27740,145,arke2m-larke210s,"Master [120] en histoire de l'art et archéologie, orientation générale - Finalité spécialisée : théories, gestion et sciences de l'archéologie",3395
27756,133,clas2m-lclas204s,"Master [120] en langues et lettres anciennes, orientation classiques - Finalité spécialisée : sciences et métiers du livre",3395
27758,133,clas2m-lclas200a,"Master [120] en langues et lettres anciennes, orientation classiques - Finalité approfondie",3395
27759,133,clas2m-lclas200d,"Master [120] en langues et lettres anciennes, orientation classiques - Finalité didactique",3395
27765,287,birc2m-lbirc200s,Master [120] : bioingénieur en chimie et bioindustries - Finalité spécialisée,3395
27787,124,roge2m-lroge817s,"Master [120] en langues et lettres modernes, orientation générale - Finalité spécialisée : langues des affaires",3395
27788,124,roge2m-lroge200a,"Master [120] en langues et lettres modernes, orientation générale - Finalité approfondie",3395
27789,146,arke2m1,"Master [60] en histoire de l'art et archéologie, orientation générale",3395
27790,124,roge2m-lroge200d,"Master [120] en langues et lettres modernes, orientation générale - Finalité didactique",3395
27791,124,roge2m-lroge821s,"Master [120] en langues et lettres modernes, orientation générale - Finalité spécialisée : sciences et métiers du livre",3395
27801,120,rom2m-lrom200a,"Master [120] en langues et lettres françaises et romanes, orientation générale - Finalité approfondie",3395
27802,142,hist2m-lhist204s,Master [120] en histoire - Finalité spécialisée : communication de l'histoire,3395
27803,120,rom2m-lrom200s,"Master [120] en langues et lettres françaises et romanes, orientation générale - Finalité spécialisée : sciences et métiers du livre",3395
